,Unnamed: 0,Attribute,Description,Value,Meaning
1968,,LP_STATUS_FEIN,social status fine,3,aspiring low-income earners 
1969,,LP_STATUS_FEIN,social status fine,4,villagers
1970,,LP_STATUS_FEIN,social status fine,5,minimalistic high-income earners
1971,,LP_STATUS_FEIN,social status fine,6,independant workers
1972,,LP_STATUS_FEIN,social status fine,7,title holder-households
1973,,LP_STATUS_FEIN,social status fine,8,new houseowners
1974,,LP_STATUS_FEIN,social status fine,9,houseowners
1975,,LP_STATUS_FEIN,social status fine,10,top earners 
1976,,LP_STATUS_GROB,social status rough,1,low-income earners
1977,,LP_STATUS_GROB,social status rough,2,low-income earners
1978,,LP_STATUS_GROB,social status rough,3,average earners
1979,,LP_STATUS_GROB,social status rough,4,average earners
1980,,LP_STATUS_GROB,social status rough,5,average earners
1981,,LP_STATUS_GROB,social status rough,6,independants
1982,,LP_STATUS_GROB,social status rough,7,independants
1983,,LP_STATUS_GROB,social status rough,8,houseowners
1984,,LP_STATUS_GROB,social status rough,9,houseowners
1985,,LP_STATUS_GROB,social status rough,10,top earners 
1986,,MIN_GEBAEUDEJAHR,year the building was first mentioned in our database,…,numeric value
1987,,MOBI_REGIO,moving patterns,1,very high mobility
1988,,MOBI_REGIO,moving patterns,2,high mobility
1989,,MOBI_REGIO,moving patterns,3,middle mobility
1990,,MOBI_REGIO,moving patterns,4,low mobility
1991,,MOBI_REGIO,moving patterns,5,very low mobility 
1992,,MOBI_REGIO,moving patterns,6,none
1993,,NATIONALITAET_KZ,nationaltity (scored by prename analysis),"-1, 0",unknown
1994,,NATIONALITAET_KZ,nationaltity (scored by prename analysis),1,sounding german
1995,,NATIONALITAET_KZ,nationaltity (scored by prename analysis),2,sounding foreign
1996,,NATIONALITAET_KZ,nationaltity (scored by prename analysis),3,assimilated names
1997,,ONLINE_AFFINITAET,online affinity,0,none
1998,,ONLINE_AFFINITAET,online affinity,1,low
1999,,ONLINE_AFFINITAET,online affinity,2,middle
2000,,ONLINE_AFFINITAET,online affinity,3,high
2001,,ONLINE_AFFINITAET,online affinity,4,very high
2002,,ONLINE_AFFINITAET,online affinity,5,highest  
2003,,ORTSGR_KLS9,size of the community,-1,unknown
2004,,ORTSGR_KLS9,'- classified number of inhabitants,1,<= 2.000 inhabitants
2005,,ORTSGR_KLS9,'- classified number of inhabitants,2,2.001 to 5.000 inhabitants
2006,,ORTSGR_KLS9,'- classified number of inhabitants,3,5.001 to 10.000 inhabitants
2007,,ORTSGR_KLS9,'- classified number of inhabitants,4,10.001 to 20.000 inhabitants
2008,,ORTSGR_KLS9,'- classified number of inhabitants,5,20.001 to 50.000 inhabitants
2009,,ORTSGR_KLS9,'- classified number of inhabitants,6,50.001 to 100.000 inhabitants
2010,,ORTSGR_KLS9,'- classified number of inhabitants,7,100.001 to 300.000 inhabitants
2011,,ORTSGR_KLS9,'- classified number of inhabitants,8,300.001 to 700.000 inhabitants
2012,,ORTSGR_KLS9,'- classified number of inhabitants,9,> 700.000  inhabitants
2013,,OST_WEST_KZ,flag indicating the former GDR/FRG,-1,unknown
2014,,OST_WEST_KZ,flag indicating the former GDR/FRG,O,East (GDR)
2015,,OST_WEST_KZ,flag indicating the former GDR/FRG,W,West (FRG)
2016,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,-1,unknown
2017,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,0,none
2018,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,1,low share
2019,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,2,average share
2020,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,3,high share
2021,,PLZ8_ANTG1,number of 1-2 family houses in the PLZ8,4,very high share
2022,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,-1,unknown
2023,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,0,none
2024,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,1,low share
2025,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,2,average share
2026,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,3,high share
2027,,PLZ8_ANTG2,number of 3-5 family houses in the PLZ8,4,very high share
2028,,PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,-1,unknown
2029,,PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,0,none
2030,,PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,1,low share
2031,,PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,2,average share
2032,,PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,3,high share
2033,,PLZ8_ANTG4,number of >10 family houses in the PLZ8,-1,unknown
2034,,PLZ8_ANTG4,number of >10 family houses in the PLZ8,0,none
2035,,PLZ8_ANTG4,number of >10 family houses in the PLZ8,1,low share
2036,,PLZ8_ANTG4,number of >10 family houses in the PLZ8,2,high share
2037,,PLZ8_BAUMAX,most common building-type within the PLZ8,1,mainly 1-2 family homes
2038,,PLZ8_BAUMAX,most common building-type within the PLZ8,2,mainly 3-5 family homes
2039,,PLZ8_BAUMAX,most common building-type within the PLZ8,3,mainly 6-10 family homes
2040,,PLZ8_BAUMAX,most common building-type within the PLZ8,4,mainly >10 family homes
2041,,PLZ8_BAUMAX,most common building-type within the PLZ8,5,mainly business building
2042,,PLZ8_GBZ,number of buildings within the PLZ8,-1,unknown
2043,,PLZ8_GBZ,number of buildings within the PLZ8,1,less than 60 buildings
2044,,PLZ8_GBZ,number of buildings within the PLZ8,2,60-129 buildings
2045,,PLZ8_GBZ,number of buildings within the PLZ8,3,130-299 buildings
2046,,PLZ8_GBZ,number of buildings within the PLZ8,4,300-449 buildings
2047,,PLZ8_GBZ,number of buildings within the PLZ8,5,more than 449 buildings
2048,,PLZ8_HHZ,number of households within the PLZ8,-1,unknown
2049,,PLZ8_HHZ,number of households within the PLZ8,1,less than 130 households
2050,,PLZ8_HHZ,number of households within the PLZ8,2,131-299 households
2051,,PLZ8_HHZ,number of households within the PLZ8,3,300-599 households
2052,,PLZ8_HHZ,number of households within the PLZ8,4,600-849 households
2053,,PLZ8_HHZ,number of households within the PLZ8,5,more than 849 households
2054,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),"-1, 0",unknown
2055,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),1,"40ies - war years (Mainstream, O+W)"
2056,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),2,"40ies - reconstruction years (Avantgarde, O+W)"
2057,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),3,"50ies - economic miracle (Mainstream, O+W)"
2058,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),4,"50ies - milk bar / Individualisation (Avantgarde, O+W)"
2059,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),5,"60ies - economic miracle (Mainstream, O+W)"
2060,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),6,"60ies - generation 68 / student protestors (Avantgarde, W)"
2061,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),7,"60ies - opponents to the building of the Wall (Avantgarde, O)"
2062,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),8,"70ies - family orientation (Mainstream, O+W)"
2063,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),9,"70ies - peace movement (Avantgarde, O+W)"
2064,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),10,"80ies - Generation Golf (Mainstream, W)"
2065,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),11,"80ies - ecological awareness (Avantgarde, W)"
2066,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),12,"80ies - FDJ / communist party youth organisation (Mainstream, O)"
2067,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),13,"80ies - Swords into ploughshares (Avantgarde, O)"
2068,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),14,"90ies - digital media kids (Mainstream, O+W)"
2069,,PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),15,"90ies - ecological awareness (Avantgarde, O+W)"
2070,,REGIOTYP,neighbourhood ,"-1, 0",unknown
2071,,REGIOTYP,neighbourhood ,1,upper class
2072,,REGIOTYP,neighbourhood ,2,conservatives
2073,,REGIOTYP,neighbourhood ,3,upper middle class
2074,,REGIOTYP,neighbourhood ,4,middle class
2075,,REGIOTYP,neighbourhood ,5,lower middle class
2076,,REGIOTYP,neighbourhood ,6,traditional workers
2077,,REGIOTYP,neighbourhood ,7,marginal groups
2078,,RELAT_AB,share of unemployed in relation to the county the community belongs to,1,very low
2079,,RELAT_AB,share of unemployed in relation to the county the community belongs to,2,low
2080,,RELAT_AB,share of unemployed in relation to the county the community belongs to,3,average
2081,,RELAT_AB,share of unemployed in relation to the county the community belongs to,4,high
2082,,RELAT_AB,share of unemployed in relation to the county the community belongs to,5,very high
2083,,RELAT_AB,share of unemployed in relation to the county the community belongs to,"-1, 9",unknown
2084,,RETOURTYP_BK_S,return type,0,unknown
2085,,RETOURTYP_BK_S,return type,1,influenceable Crazy-Shopper
2086,,RETOURTYP_BK_S,return type,2,demanding Heavy-Returner
2087,,RETOURTYP_BK_S,return type,3,incentive-receptive Normal-Returner
2088,,RETOURTYP_BK_S,return type,4,conservative Low-Returner
2089,,RETOURTYP_BK_S,return type,5,determined Minimal-Returner
2090,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,"-1, 9",unknown
2091,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,1,highest affinity
2092,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,2,very high affinity
2093,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,3,high affinity
2094,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,4,average affinity
2095,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,5,low affinity
2096,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,6,very low affinity
2097,,SEMIO_DOM,affinity indicating in what way the person is dominant minded,7,lowest affinity
2098,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,"-1, 9",unknown
2099,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,1,highest affinity
2100,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,2,very high affinity
2101,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,3,high affinity
2102,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,4,average affinity
2103,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,5,low affinity
2104,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,6,very low affinity
2105,,SEMIO_ERL,affinity indicating in what way the person is eventful orientated,7,lowest affinity
2106,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,"-1, 9",unknown
2107,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,1,highest affinity
2108,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,2,very high affinity
2109,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,3,high affinity
2110,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,4,average affinity
2111,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,5,low affinity
2112,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,6,very low affinity
2113,,SEMIO_FAM,affinity indicating in what way the person is familiar minded,7,lowest affinity
2114,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,"-1, 9",unknown
2115,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,1,highest affinity
2116,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,2,very high affinity
2117,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,3,high affinity
2118,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,4,average affinity
2119,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,5,low affinity
2120,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,6,very low affinity
2121,,SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,7,lowest affinity
2122,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,"-1, 9",unknown
2123,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,1,highest affinity
2124,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,2,very high affinity
2125,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,3,high affinity
2126,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,4,average affinity
2127,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,5,low affinity
2128,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,6,very low affinity
2129,,SEMIO_KRIT,affinity indicating in what way the person is critical minded,7,lowest affinity
2130,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,"-1, 9",unknown
2131,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,1,highest affinity
2132,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,2,very high affinity
2133,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,3,high affinity
2134,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,4,average affinity
2135,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,5,low affinity
2136,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,6,very low affinity
2137,,SEMIO_KULT,affinity indicating in what way the person is cultural minded,7,lowest affinity
2138,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,"-1, 9",unknown
2139,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,1,highest affinity
2140,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,2,very high affinity
2141,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,3,high affinity
2142,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,4,average affinity
2143,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,5,low affinity
2144,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,6,very low affinity
2145,,SEMIO_LUST,affinity indicating in what way the person is sensual minded,7,lowest affinity
2146,,SEMIO_MAT,affinity indicating in what way the person is material minded,"-1, 9",unknown
2147,,SEMIO_MAT,affinity indicating in what way the person is material minded,1,highest affinity
2148,,SEMIO_MAT,affinity indicating in what way the person is material minded,2,very high affinity
2149,,SEMIO_MAT,affinity indicating in what way the person is material minded,3,high affinity
2150,,SEMIO_MAT,affinity indicating in what way the person is material minded,4,average affinity
2151,,SEMIO_MAT,affinity indicating in what way the person is material minded,5,low affinity
2152,,SEMIO_MAT,affinity indicating in what way the person is material minded,6,very low affinity
2153,,SEMIO_MAT,affinity indicating in what way the person is material minded,7,lowest affinity
2154,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,"-1, 9",unknown
2155,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,1,highest affinity
2156,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,2,very high affinity
2157,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,3,high affinity
2158,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,4,average affinity
2159,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,5,low affinity
2160,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,6,very low affinity
2161,,SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,7,lowest affinity
2162,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,"-1, 9",unknown
2163,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,1,highest affinity
2164,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,2,very high affinity
2165,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,3,high affinity
2166,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,4,average affinity
2167,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,5,low affinity
2168,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,6,very low affinity
2169,,SEMIO_RAT,affinity indicating in what way the person is of a rational mind,7,lowest affinity
2170,,SEMIO_REL,affinity indicating in what way the person is religious,"-1, 9",unknown
2171,,SEMIO_REL,affinity indicating in what way the person is religious,1,highest affinity
2172,,SEMIO_REL,affinity indicating in what way the person is religious,2,very high affinity
2173,,SEMIO_REL,affinity indicating in what way the person is religious,3,high affinity
2174,,SEMIO_REL,affinity indicating in what way the person is religious,4,average affinity
2175,,SEMIO_REL,affinity indicating in what way the person is religious,5,low affinity
2176,,SEMIO_REL,affinity indicating in what way the person is religious,6,very low affinity
2177,,SEMIO_REL,affinity indicating in what way the person is religious,7,lowest affinity
2178,,SEMIO_SOZ,affinity indicating in what way the person is social minded,"-1, 9",unknown
2179,,SEMIO_SOZ,affinity indicating in what way the person is social minded,1,highest affinity
2180,,SEMIO_SOZ,affinity indicating in what way the person is social minded,2,very high affinity
2181,,SEMIO_SOZ,affinity indicating in what way the person is social minded,3,high affinity
2182,,SEMIO_SOZ,affinity indicating in what way the person is social minded,4,average affinity
2183,,SEMIO_SOZ,affinity indicating in what way the person is social minded,5,low affinity
2184,,SEMIO_SOZ,affinity indicating in what way the person is social minded,6,very low affinity
2185,,SEMIO_SOZ,affinity indicating in what way the person is social minded,7,lowest affinity
2186,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,"-1, 9",unknown
2187,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,1,highest affinity
2188,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,2,very high affinity
2189,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,3,high affinity
2190,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,4,average affinity
2191,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,5,low affinity
2192,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,6,very low affinity
2193,,SEMIO_TRADV,affinity indicating in what way the person is traditional minded,7,lowest affinity
2194,,SEMIO_VERT,affinity indicating in what way the person is dreamily,"-1, 9",unknown
2195,,SEMIO_VERT,affinity indicating in what way the person is dreamily,1,highest affinity
2196,,SEMIO_VERT,affinity indicating in what way the person is dreamily,2,very high affinity
2197,,SEMIO_VERT,affinity indicating in what way the person is dreamily,3,high affinity
2198,,SEMIO_VERT,affinity indicating in what way the person is dreamily,4,average affinity
2199,,SEMIO_VERT,affinity indicating in what way the person is dreamily,5,low affinity
2200,,SEMIO_VERT,affinity indicating in what way the person is dreamily,6,very low affinity
2201,,SEMIO_VERT,affinity indicating in what way the person is dreamily,7,lowest affinity
2202,,SHOPPER_TYP,shopping typology,-1,unknown
2203,,SHOPPER_TYP,shopping typology,0,external supplied hedonists 
2204,,SHOPPER_TYP,shopping typology,1,Shopping-stressed
2205,,SHOPPER_TYP,shopping typology,2,family-shopper
2206,,SHOPPER_TYP,shopping typology,3,demanding shopper
2216,,VERS_TYP,insurance typology ,-1,unknown
2217,,VERS_TYP,insurance typology ,1,social-safety driven
2218,,VERS_TYP,insurance typology ,2,individualistic-accepting risks
2219,,WOHNDAUER_2008,length of residence,"-1, 0",unknown
2220,,WOHNDAUER_2008,length of residence,1,length of residence below 1 year
2221,,WOHNDAUER_2008,length of residence,2,length of residence 1-2 years
2222,,WOHNDAUER_2008,length of residence,3,length of residence 2-3 years
2223,,WOHNDAUER_2008,length of residence,4,length of residence 3-4 years
2224,,WOHNDAUER_2008,length of residence,5,length of residence 4-5 years
2225,,WOHNDAUER_2008,length of residence,6,length of residence 5-6 years
2226,,WOHNDAUER_2008,length of residence,7,length of residence 6-7 years
2227,,WOHNDAUER_2008,length of residence,8,length of residence 7-10 years
2228,,WOHNDAUER_2008,length of residence,9,length of residence more than 10 years
2229,,WOHNLAGE,residential-area ,-1,unknown
2230,,WOHNLAGE,residential-area ,0,no score calculated
2231,,WOHNLAGE,residential-area ,1,very good neighbourhood
2232,,WOHNLAGE,residential-area ,2,good neighbourhood
2233,,WOHNLAGE,residential-area ,3,average neighbourhood
2234,,WOHNLAGE,residential-area ,4,poor neighbourhood
2235,,WOHNLAGE,residential-area ,5,very poor neighbourhood
2236,,WOHNLAGE,residential-area ,7,rural neighbourhood
2237,,WOHNLAGE,residential-area ,8,new building in rural neighbourhood
2244,,W_KEIT_KIND_HH,likelihood of a child present in this household,"-1, 0",unknown
2245,,W_KEIT_KIND_HH,likelihood of a child present in this household,1,most likely
2246,,W_KEIT_KIND_HH,likelihood of a child present in this household,2,very likely
2247,,W_KEIT_KIND_HH,likelihood of a child present in this household,3,likely
2248,,W_KEIT_KIND_HH,likelihood of a child present in this household,4,average
2249,,W_KEIT_KIND_HH,likelihood of a child present in this household,5,unlikely
2250,,W_KEIT_KIND_HH,likelihood of a child present in this household,6,very unlikely
2251,,ZABEOTYP,typification of energy consumers,"-1, 9",unknown
2252,,ZABEOTYP,typification of energy consumers,1,green
2253,,ZABEOTYP,typification of energy consumers,2,smart
2254,,ZABEOTYP,typification of energy consumers,3,fair supplied
2255,,ZABEOTYP,typification of energy consumers,4,price driven
2256,,ZABEOTYP,typification of energy consumers,5,seeking orientation
2257,,ZABEOTYP,typification of energy consumers,6,indifferent
